date,time,ip.dst,ip.src,tcp.dstport,tcp.srcport,tcp.window_size_value,tcp.flags
Mar  8, 2024 07:49:15.552459000 EST,192.168.4.137,192.168.4.140,58343,1065,0,0x0014
Mar  8, 2024 07:49:15.552459000 EST,192.168.4.137,192.168.4.140,58343,2191,0,0x0014
Mar  8, 2024 07:49:15.552459000 EST,192.168.4.137,192.168.4.140,58343,2260,0,0x0014
Mar  8, 2024 07:49:15.553247000 EST,192.168.4.137,192.168.4.140,58343,990,0,0x0014
Mar  8, 2024 07:49:15.553247000 EST,192.168.4.137,192.168.4.140,58343,1971,0,0x0014
Mar  8, 2024 07:49:15.553247000 EST,192.168.4.137,192.168.4.140,58343,1503,0,0x0014
Mar  8, 2024 07:49:15.553587000 EST,192.168.4.137,192.168.4.140,58343,10002,0,0x0014
Mar  8, 2024 07:49:15.553587000 EST,192.168.4.137,192.168.4.140,58343,5102,0,0x0014
Mar  8, 2024 07:49:15.553587000 EST,192.168.4.137,192.168.4.140,58343,6668,0,0x0014
Mar  8, 2024 07:49:15.554589000 EST,192.168.4.137,192.168.4.140,58343,843,0,0x0014
Mar  8, 2024 07:49:15.554590000 EST,192.168.4.137,192.168.4.140,58343,9001,0,0x0014
Mar  8, 2024 07:49:15.554590000 EST,192.168.4.137,192.168.4.140,58343,5801,0,0x0014
Mar  8, 2024 07:49:15.554590000 EST,192.168.4.137,192.168.4.140,58343,9099,0,0x0014
Mar  8, 2024 07:49:15.554590000 EST,192.168.4.137,192.168.4.140,58343,9593,0,0x0014
Mar  8, 2024 07:49:15.555358000 EST,192.168.4.137,192.168.4.140,58343,1164,0,0x0014
Mar  8, 2024 07:49:15.555359000 EST,192.168.4.137,192.168.4.140,58343,18101,0,0x0014
Mar  8, 2024 07:49:15.555359000 EST,192.168.4.137,192.168.4.140,58343,6101,0,0x0014
Mar  8, 2024 07:49:15.555359000 EST,192.168.4.137,192.168.4.140,58343,14000,0,0x0014
Mar  8, 2024 07:49:15.555359000 EST,192.168.4.137,192.168.4.140,58343,2607,0,0x0014
Mar  8, 2024 07:49:15.555359000 EST,192.168.4.137,192.168.4.140,58343,32769,0,0x0014
Mar  8, 2024 07:49:15.556393000 EST,192.168.4.137,192.168.4.140,58343,280,0,0x0014
Mar  8, 2024 07:49:15.556393000 EST,192.168.4.137,192.168.4.140,58343,5678,0,0x0014
Mar  8, 2024 07:49:15.556393000 EST,192.168.4.137,192.168.4.140,58343,8042,0,0x0014
Mar  8, 2024 07:49:15.556394000 EST,192.168.4.137,192.168.4.140,58343,146,0,0x0014
Mar  8, 2024 07:49:15.556394000 EST,192.168.4.137,192.168.4.140,58343,10012,0,0x0014
Mar  8, 2024 07:49:15.556394000 EST,192.168.4.137,192.168.4.140,58343,1322,0,0x0014
Mar  8, 2024 07:49:15.556394000 EST,192.168.4.137,192.168.4.140,58343,2910,0,0x0014
Mar  8, 2024 07:49:15.557260000 EST,192.168.4.137,192.168.4.140,58343,10215,0,0x0014
Mar  8, 2024 07:49:15.557260000 EST,192.168.4.137,192.168.4.140,58343,8994,0,0x0014
Mar  8, 2024 07:49:15.557260000 EST,192.168.4.137,192.168.4.140,58343,903,0,0x0014
Mar  8, 2024 07:49:15.557261000 EST,192.168.4.137,192.168.4.140,58343,711,0,0x0014
Mar  8, 2024 07:49:15.557261000 EST,192.168.4.137,192.168.4.140,58343,4900,0,0x0014
Mar  8, 2024 07:49:15.557261000 EST,192.168.4.137,192.168.4.140,58343,2107,0,0x0014
Mar  8, 2024 07:49:15.557261000 EST,192.168.4.137,192.168.4.140,58343,16080,0,0x0014
Mar  8, 2024 07:49:15.557261000 EST,192.168.4.137,192.168.4.140,58343,10629,0,0x0014
Mar  8, 2024 07:49:15.558283000 EST,192.168.4.137,192.168.4.140,58343,3077,0,0x0014
Mar  8, 2024 07:49:15.558283000 EST,192.168.4.137,192.168.4.140,58343,1999,0,0x0014
Mar  8, 2024 07:49:15.558283000 EST,192.168.4.137,192.168.4.140,58343,1687,0,0x0014
Mar  8, 2024 07:49:15.558283000 EST,192.168.4.137,192.168.4.140,58343,8081,0,0x0014
Mar  8, 2024 07:49:15.558283000 EST,192.168.4.137,192.168.4.140,58343,301,0,0x0014
Mar  8, 2024 07:49:15.558284000 EST,192.168.4.137,192.168.4.140,58343,4002,0,0x0014
Mar  8, 2024 07:49:15.558284000 EST,192.168.4.137,192.168.4.140,58343,2046,0,0x0014
Mar  8, 2024 07:49:15.558284000 EST,192.168.4.137,192.168.4.140,58343,5815,0,0x0014
Mar  8, 2024 07:49:15.558433000 EST,192.168.4.137,192.168.4.140,58343,7911,0,0x0014
Mar  8, 2024 07:49:15.560233000 EST,192.168.4.137,192.168.4.140,58343,4003,0,0x0014
Mar  8, 2024 07:49:15.560233000 EST,192.168.4.137,192.168.4.140,58343,631,0,0x0014
Mar  8, 2024 07:49:15.560233000 EST,192.168.4.137,192.168.4.140,58343,31337,0,0x0014
Mar  8, 2024 07:49:15.560234000 EST,192.168.4.137,192.168.4.140,58343,9666,0,0x0014
Mar  8, 2024 07:49:15.560234000 EST,192.168.4.137,192.168.4.140,58343,1082,0,0x0014
Mar  8, 2024 07:49:15.560628000 EST,192.168.4.140,192.168.4.137,2106,58343,1024,0x0002
Mar  8, 2024 07:49:15.560726000 EST,192.168.4.140,192.168.4.137,255,58343,1024,0x0002
Mar  8, 2024 07:49:15.560900000 EST,192.168.4.140,192.168.4.137,1149,58343,1024,0x0002
Mar  8, 2024 07:49:15.560975000 EST,192.168.4.140,192.168.4.137,1198,58343,1024,0x0002
Mar  8, 2024 07:49:15.561069000 EST,192.168.4.140,192.168.4.137,1086,58343,1024,0x0002
Mar  8, 2024 07:49:15.561145000 EST,192.168.4.140,192.168.4.137,1105,58343,1024,0x0002
Mar  8, 2024 07:49:15.561260000 EST,192.168.4.140,192.168.4.137,898,58343,1024,0x0002
Mar  8, 2024 07:49:15.561338000 EST,192.168.4.140,192.168.4.137,545,58343,1024,0x0002
Mar  8, 2024 07:49:15.561445000 EST,192.168.4.140,192.168.4.137,3000,58343,1024,0x0002
Mar  8, 2024 07:49:15.561521000 EST,192.168.4.140,192.168.4.137,2020,58343,1024,0x0002
Mar  8, 2024 07:49:15.561741000 EST,192.168.4.140,192.168.4.137,8500,58343,1024,0x0002
Mar  8, 2024 07:49:15.561823000 EST,192.168.4.140,192.168.4.137,8021,58343,1024,0x0002
Mar  8, 2024 07:49:15.561988000 EST,192.168.4.140,192.168.4.137,1148,58343,1024,0x0002
Mar  8, 2024 07:49:15.562067000 EST,192.168.4.140,192.168.4.137,6969,58343,1024,0x0002
Mar  8, 2024 07:49:15.562183000 EST,192.168.4.140,192.168.4.137,7007,58343,1024,0x0002
Mar  8, 2024 07:49:15.562265000 EST,192.168.4.140,192.168.4.137,1,58343,1024,0x0002
Mar  8, 2024 07:49:15.562380000 EST,192.168.4.140,192.168.4.137,10243,58343,1024,0x0002
Mar  8, 2024 07:49:15.562461000 EST,192.168.4.140,192.168.4.137,1057,58343,1024,0x0002
Mar  8, 2024 07:49:15.562575000 EST,192.168.4.140,192.168.4.137,22939,58343,1024,0x0002
Mar  8, 2024 07:49:15.562656000 EST,192.168.4.140,192.168.4.137,5120,58343,1024,0x0002
Mar  8, 2024 07:49:15.562767000 EST,192.168.4.140,192.168.4.137,1236,58343,1024,0x0002
Mar  8, 2024 07:49:15.562845000 EST,192.168.4.140,192.168.4.137,3372,58343,1024,0x0002
Mar  8, 2024 07:49:15.562951000 EST,192.168.4.140,192.168.4.137,2323,58343,1024,0x0002
Mar  8, 2024 07:49:15.563026000 EST,192.168.4.140,192.168.4.137,55056,58343,1024,0x0002
Mar  8, 2024 07:49:15.563132000 EST,192.168.4.140,192.168.4.137,1183,58343,1024,0x0002
Mar  8, 2024 07:49:15.563207000 EST,192.168.4.140,192.168.4.137,1186,58343,1024,0x0002
Mar  8, 2024 07:49:15.563314000 EST,192.168.4.140,192.168.4.137,7676,58343,1024,0x0002
Mar  8, 2024 07:49:15.563389000 EST,192.168.4.140,192.168.4.137,10010,58343,1024,0x0002
Mar  8, 2024 07:49:15.563497000 EST,192.168.4.140,192.168.4.137,6100,58343,1024,0x0002
Mar  8, 2024 07:49:15.563571000 EST,192.168.4.140,192.168.4.137,666,58343,1024,0x0002
Mar  8, 2024 07:49:15.563678000 EST,192.168.4.140,192.168.4.137,5544,58343,1024,0x0002
Mar  8, 2024 07:49:15.563753000 EST,192.168.4.140,192.168.4.137,7201,58343,1024,0x0002
Mar  8, 2024 07:49:15.563861000 EST,192.168.4.140,192.168.4.137,2875,58343,1024,0x0002
Mar  8, 2024 07:49:15.563935000 EST,192.168.4.140,192.168.4.137,2009,58343,1024,0x0002
Mar  8, 2024 07:49:15.564043000 EST,192.168.4.140,192.168.4.137,5910,58343,1024,0x0002
Mar  8, 2024 07:49:15.564119000 EST,192.168.4.140,192.168.4.137,9929,58343,1024,0x0002
Mar  8, 2024 07:49:15.564224000 EST,192.168.4.140,192.168.4.137,8084,58343,1024,0x0002
Mar  8, 2024 07:49:15.564299000 EST,192.168.4.140,192.168.4.137,1051,58343,1024,0x0002
Mar  8, 2024 07:49:15.564407000 EST,192.168.4.140,192.168.4.137,3325,58343,1024,0x0002
Mar  8, 2024 07:49:15.564482000 EST,192.168.4.140,192.168.4.137,9876,58343,1024,0x0002
Mar  8, 2024 07:49:15.564591000 EST,192.168.4.140,192.168.4.137,4006,58343,1024,0x0002
Mar  8, 2024 07:49:15.564667000 EST,192.168.4.140,192.168.4.137,1641,58343,1024,0x0002
Mar  8, 2024 07:49:15.564774000 EST,192.168.4.140,192.168.4.137,32,58343,1024,0x0002
Mar  8, 2024 07:49:15.564850000 EST,192.168.4.140,192.168.4.137,5009,58343,1024,0x0002
Mar  8, 2024 07:49:15.564956000 EST,192.168.4.140,192.168.4.137,389,58343,1024,0x0002
Mar  8, 2024 07:49:15.565031000 EST,192.168.4.140,192.168.4.137,5962,58343,1024,0x0002
Mar  8, 2024 07:49:15.565137000 EST,192.168.4.140,192.168.4.137,1583,58343,1024,0x0002
Mar  8, 2024 07:49:15.565214000 EST,192.168.4.140,192.168.4.137,49175,58343,1024,0x0002
Mar  8, 2024 07:49:15.565320000 EST,192.168.4.140,192.168.4.137,30718,58343,1024,0x0002
Mar  8, 2024 07:49:15.565396000 EST,192.168.4.140,192.168.4.137,1875,58343,1024,0x0002
Mar  8, 2024 07:49:15.567177000 EST,192.168.4.137,192.168.4.140,58343,2106,0,0x0014
Mar  8, 2024 07:49:15.567177000 EST,192.168.4.137,192.168.4.140,58343,255,0,0x0014
Mar  8, 2024 07:49:15.567177000 EST,192.168.4.137,192.168.4.140,58343,1149,0,0x0014
Mar  8, 2024 07:49:15.567177000 EST,192.168.4.137,192.168.4.140,58343,1198,0,0x0014
Mar  8, 2024 07:49:15.567178000 EST,192.168.4.137,192.168.4.140,58343,1086,0,0x0014
Mar  8, 2024 07:49:15.567178000 EST,192.168.4.137,192.168.4.140,58343,1105,0,0x0014
Mar  8, 2024 07:49:15.567178000 EST,192.168.4.137,192.168.4.140,58343,898,0,0x0014
Mar  8, 2024 07:49:15.567178000 EST,192.168.4.137,192.168.4.140,58343,545,0,0x0014
Mar  8, 2024 07:49:15.567333000 EST,192.168.4.137,192.168.4.140,58343,3000,0,0x0014
Mar  8, 2024 07:49:15.568352000 EST,192.168.4.137,192.168.4.140,58343,2020,0,0x0014
Mar  8, 2024 07:49:15.568353000 EST,192.168.4.137,192.168.4.140,58343,8500,0,0x0014
Mar  8, 2024 07:49:15.568353000 EST,192.168.4.137,192.168.4.140,58343,8021,0,0x0014
Mar  8, 2024 07:49:15.568353000 EST,192.168.4.137,192.168.4.140,58343,1148,0,0x0014
Mar  8, 2024 07:49:15.568353000 EST,192.168.4.137,192.168.4.140,58343,6969,0,0x0014
Mar  8, 2024 07:49:15.568353000 EST,192.168.4.137,192.168.4.140,58343,7007,0,0x0014
Mar  8, 2024 07:49:15.568353000 EST,192.168.4.137,192.168.4.140,58343,1,0,0x0014
Mar  8, 2024 07:49:15.568353000 EST,192.168.4.137,192.168.4.140,58343,10243,0,0x0014
Mar  8, 2024 07:49:15.568501000 EST,192.168.4.137,192.168.4.140,58343,1057,0,0x0014
Mar  8, 2024 07:49:15.568501000 EST,192.168.4.137,192.168.4.140,58343,22939,0,0x0014
Mar  8, 2024 07:49:15.569508000 EST,192.168.4.137,192.168.4.140,58343,5120,0,0x0014
Mar  8, 2024 07:49:15.569508000 EST,192.168.4.137,192.168.4.140,58343,1236,0,0x0014
Mar  8, 2024 07:49:15.569508000 EST,192.168.4.137,192.168.4.140,58343,3372,0,0x0014
Mar  8, 2024 07:49:15.569508000 EST,192.168.4.137,192.168.4.140,58343,2323,0,0x0014
Mar  8, 2024 07:49:15.569509000 EST,192.168.4.137,192.168.4.140,58343,55056,0,0x0014
Mar  8, 2024 07:49:15.569509000 EST,192.168.4.137,192.168.4.140,58343,1183,0,0x0014
Mar  8, 2024 07:49:15.569509000 EST,192.168.4.137,192.168.4.140,58343,1186,0,0x0014
Mar  8, 2024 07:49:15.569509000 EST,192.168.4.137,192.168.4.140,58343,7676,0,0x0014
Mar  8, 2024 07:49:15.569690000 EST,192.168.4.137,192.168.4.140,58343,10010,0,0x0014
Mar  8, 2024 07:49:15.569691000 EST,192.168.4.137,192.168.4.140,58343,6100,0,0x0014
Mar  8, 2024 07:49:15.569691000 EST,192.168.4.137,192.168.4.140,58343,666,0,0x0014
Mar  8, 2024 07:49:15.570718000 EST,192.168.4.137,192.168.4.140,58343,5544,0,0x0014
Mar  8, 2024 07:49:15.570718000 EST,192.168.4.137,192.168.4.140,58343,7201,0,0x0014
Mar  8, 2024 07:49:15.570718000 EST,192.168.4.137,192.168.4.140,58343,2875,0,0x0014
Mar  8, 2024 07:49:15.570718000 EST,192.168.4.137,192.168.4.140,58343,2009,0,0x0014
Mar  8, 2024 07:49:15.570718000 EST,192.168.4.137,192.168.4.140,58343,5910,0,0x0014
Mar  8, 2024 07:49:15.570719000 EST,192.168.4.137,192.168.4.140,58343,9929,0,0x0014
Mar  8, 2024 07:49:15.570719000 EST,192.168.4.137,192.168.4.140,58343,8084,0,0x0014
Mar  8, 2024 07:49:15.570719000 EST,192.168.4.137,192.168.4.140,58343,1051,0,0x0014
Mar  8, 2024 07:49:15.570860000 EST,192.168.4.137,192.168.4.140,58343,3325,0,0x0014
Mar  8, 2024 07:49:15.570861000 EST,192.168.4.137,192.168.4.140,58343,9876,0,0x0014
Mar  8, 2024 07:49:15.570861000 EST,192.168.4.137,192.168.4.140,58343,4006,0,0x0014
Mar  8, 2024 07:49:15.573466000 EST,192.168.4.140,192.168.4.137,8443,58343,1024,0x0002
Mar  8, 2024 07:49:15.573567000 EST,192.168.4.140,192.168.4.137,3905,58343,1024,0x0002
Mar  8, 2024 07:49:15.573620000 EST,192.168.4.137,192.168.4.140,58343,1641,0,0x0014
Mar  8, 2024 07:49:15.573621000 EST,192.168.4.137,192.168.4.140,58343,32,0,0x0014
Mar  8, 2024 07:49:15.573621000 EST,192.168.4.137,192.168.4.140,58343,5009,0,0x0014
Mar  8, 2024 07:49:15.573621000 EST,192.168.4.137,192.168.4.140,58343,389,0,0x0014
Mar  8, 2024 07:49:15.573621000 EST,192.168.4.137,192.168.4.140,58343,5962,0,0x0014
Mar  8, 2024 07:49:15.573621000 EST,192.168.4.137,192.168.4.140,58343,1583,0,0x0014
Mar  8, 2024 07:49:15.573621000 EST,192.168.4.137,192.168.4.140,58343,49175,0,0x0014
Mar  8, 2024 07:49:15.573622000 EST,192.168.4.137,192.168.4.140,58343,30718,0,0x0014
Mar  8, 2024 07:49:15.573745000 EST,192.168.4.137,192.168.4.140,58343,1875,0,0x0014
Mar  8, 2024 07:49:15.573752000 EST,192.168.4.140,192.168.4.137,7103,58343,1024,0x0002
Mar  8, 2024 07:49:15.573835000 EST,192.168.4.140,192.168.4.137,5850,58343,1024,0x0002
Mar  8, 2024 07:49:15.573954000 EST,192.168.4.140,192.168.4.137,1026,58343,1024,0x0002
Mar  8, 2024 07:49:15.574036000 EST,192.168.4.140,192.168.4.137,17877,58343,1024,0x0002
Mar  8, 2024 07:49:15.574156000 EST,192.168.4.140,192.168.4.137,8085,58343,1024,0x0002
Mar  8, 2024 07:49:15.574240000 EST,192.168.4.140,192.168.4.137,12345,58343,1024,0x0002
Mar  8, 2024 07:49:15.574355000 EST,192.168.4.140,192.168.4.137,6510,58343,1024,0x0002
Mar  8, 2024 07:49:15.574438000 EST,192.168.4.140,192.168.4.137,7999,58343,1024,0x0002
Mar  8, 2024 07:49:15.574665000 EST,192.168.4.140,192.168.4.137,50500,58343,1024,0x0002
Mar  8, 2024 07:49:15.574739000 EST,192.168.4.140,192.168.4.137,5414,58343,1024,0x0002
Mar  8, 2024 07:49:15.574846000 EST,192.168.4.140,192.168.4.137,1123,58343,1024,0x0002
Mar  8, 2024 07:49:15.574922000 EST,192.168.4.140,192.168.4.137,1174,58343,1024,0x0002
Mar  8, 2024 07:49:15.575031000 EST,192.168.4.140,192.168.4.137,1201,58343,1024,0x0002
Mar  8, 2024 07:49:15.575107000 EST,192.168.4.140,192.168.4.137,10566,58343,1024,0x0002
Mar  8, 2024 07:49:15.575217000 EST,192.168.4.140,192.168.4.137,2005,58343,1024,0x0002
Mar  8, 2024 07:49:15.575293000 EST,192.168.4.140,192.168.4.137,1022,58343,1024,0x0002
Mar  8, 2024 07:49:15.575400000 EST,192.168.4.140,192.168.4.137,37,58343,1024,0x0002
Mar  8, 2024 07:49:15.575475000 EST,192.168.4.140,192.168.4.137,9000,58343,1024,0x0002
Mar  8, 2024 07:49:15.575628000 EST,192.168.4.140,192.168.4.137,1000,58343,1024,0x0002
Mar  8, 2024 07:49:15.575702000 EST,192.168.4.140,192.168.4.137,2222,58343,1024,0x0002
Mar  8, 2024 07:49:15.575836000 EST,192.168.4.140,192.168.4.137,8181,58343,1024,0x0002
Mar  8, 2024 07:49:15.575912000 EST,192.168.4.140,192.168.4.137,1088,58343,1024,0x0002
Mar  8, 2024 07:49:15.576018000 EST,192.168.4.140,192.168.4.137,2382,58343,1024,0x0002
Mar  8, 2024 07:49:15.576093000 EST,192.168.4.140,192.168.4.137,481,58343,1024,0x0002
Mar  8, 2024 07:49:15.576200000 EST,192.168.4.140,192.168.4.137,6001,58343,1024,0x0002
Mar  8, 2024 07:49:15.576276000 EST,192.168.4.140,192.168.4.137,1052,58343,1024,0x0002
Mar  8, 2024 07:49:15.576383000 EST,192.168.4.140,192.168.4.137,2717,58343,1024,0x0002
Mar  8, 2024 07:49:15.576459000 EST,192.168.4.140,192.168.4.137,1154,58343,1024,0x0002
Mar  8, 2024 07:49:15.576569000 EST,192.168.4.140,192.168.4.137,3404,58343,1024,0x0002
Mar  8, 2024 07:49:15.576645000 EST,192.168.4.140,192.168.4.137,58080,58343,1024,0x0002
Mar  8, 2024 07:49:15.576750000 EST,192.168.4.140,192.168.4.137,8009,58343,1024,0x0002
Mar  8, 2024 07:49:15.576826000 EST,192.168.4.140,192.168.4.137,5730,58343,1024,0x0002
Mar  8, 2024 07:49:15.576976000 EST,192.168.4.140,192.168.4.137,5101,58343,1024,0x0002
Mar  8, 2024 07:49:15.577051000 EST,192.168.4.140,192.168.4.137,5999,58343,1024,0x0002
Mar  8, 2024 07:49:15.577157000 EST,192.168.4.140,192.168.4.137,1864,58343,1024,0x0002
Mar  8, 2024 07:49:15.577232000 EST,192.168.4.140,192.168.4.137,1443,58343,1024,0x0002
Mar  8, 2024 07:49:15.577341000 EST,192.168.4.140,192.168.4.137,8007,58343,1024,0x0002
Mar  8, 2024 07:49:15.577417000 EST,192.168.4.140,192.168.4.137,2366,58343,1024,0x0002
Mar  8, 2024 07:49:15.577522000 EST,192.168.4.140,192.168.4.137,5033,58343,1024,0x0002
Mar  8, 2024 07:49:15.577597000 EST,192.168.4.140,192.168.4.137,1102,58343,1024,0x0002
Mar  8, 2024 07:49:15.577785000 EST,192.168.4.140,192.168.4.137,1091,58343,1024,0x0002
Mar  8, 2024 07:49:15.577855000 EST,192.168.4.140,192.168.4.137,2013,58343,1024,0x0002
Mar  8, 2024 07:49:15.577956000 EST,192.168.4.140,192.168.4.137,3914,58343,1024,0x0002
Mar  8, 2024 07:49:15.578026000 EST,192.168.4.140,192.168.4.137,33,58343,1024,0x0002
Mar  8, 2024 07:49:15.578127000 EST,192.168.4.140,192.168.4.137,1106,58343,1024,0x0002
Mar  8, 2024 07:49:15.578197000 EST,192.168.4.140,192.168.4.137,981,58343,1024,0x0002
Mar  8, 2024 07:49:15.578299000 EST,192.168.4.140,192.168.4.137,4001,58343,1024,0x0002
Mar  8, 2024 07:49:15.578369000 EST,192.168.4.140,192.168.4.137,4125,58343,1024,0x0002
Mar  8, 2024 07:49:15.580026000 EST,192.168.4.137,192.168.4.140,58343,8443,0,0x0014
Mar  8, 2024 07:49:15.580026000 EST,192.168.4.137,192.168.4.140,58343,3905,0,0x0014
Mar  8, 2024 07:49:15.580026000 EST,192.168.4.137,192.168.4.140,58343,7103,0,0x0014
Mar  8, 2024 07:49:15.580026000 EST,192.168.4.137,192.168.4.140,58343,5850,0,0x0014
Mar  8, 2024 07:49:15.580026000 EST,192.168.4.137,192.168.4.140,58343,1026,0,0x0014
Mar  8, 2024 07:49:15.580026000 EST,192.168.4.137,192.168.4.140,58343,17877,0,0x0014
Mar  8, 2024 07:49:15.580026000 EST,192.168.4.137,192.168.4.140,58343,8085,0,0x0014
Mar  8, 2024 07:49:15.580027000 EST,192.168.4.137,192.168.4.140,58343,12345,0,0x0014
Mar  8, 2024 07:49:15.580170000 EST,192.168.4.137,192.168.4.140,58343,6510,0,0x0014
Mar  8, 2024 07:49:15.581308000 EST,192.168.4.137,192.168.4.140,58343,7999,0,0x0014
Mar  8, 2024 07:49:15.581308000 EST,192.168.4.137,192.168.4.140,58343,50500,0,0x0014
Mar  8, 2024 07:49:15.581308000 EST,192.168.4.137,192.168.4.140,58343,5414,0,0x0014
Mar  8, 2024 07:49:15.581308000 EST,192.168.4.137,192.168.4.140,58343,1123,0,0x0014
Mar  8, 2024 07:49:15.581308000 EST,192.168.4.137,192.168.4.140,58343,1174,0,0x0014
Mar  8, 2024 07:49:15.581308000 EST,192.168.4.137,192.168.4.140,58343,1201,0,0x0014
Mar  8, 2024 07:49:15.581308000 EST,192.168.4.137,192.168.4.140,58343,10566,0,0x0014
Mar  8, 2024 07:49:15.581309000 EST,192.168.4.137,192.168.4.140,58343,2005,0,0x0014
Mar  8, 2024 07:49:15.581452000 EST,192.168.4.137,192.168.4.140,58343,1022,0,0x0014
Mar  8, 2024 07:49:15.581453000 EST,192.168.4.137,192.168.4.140,58343,37,0,0x0014
Mar  8, 2024 07:49:15.582451000 EST,192.168.4.137,192.168.4.140,58343,9000,0,0x0014
Mar  8, 2024 07:49:15.582451000 EST,192.168.4.137,192.168.4.140,58343,1000,0,0x0014
Mar  8, 2024 07:49:15.582452000 EST,192.168.4.137,192.168.4.140,58343,2222,0,0x0014
Mar  8, 2024 07:49:15.582452000 EST,192.168.4.137,192.168.4.140,58343,8181,0,0x0014
Mar  8, 2024 07:49:15.582452000 EST,192.168.4.137,192.168.4.140,58343,1088,0,0x0014
Mar  8, 2024 07:49:15.582452000 EST,192.168.4.137,192.168.4.140,58343,2382,0,0x0014
Mar  8, 2024 07:49:15.582452000 EST,192.168.4.137,192.168.4.140,58343,481,0,0x0014
Mar  8, 2024 07:49:15.582452000 EST,192.168.4.137,192.168.4.140,58343,6001,0,0x0014
Mar  8, 2024 07:49:15.582597000 EST,192.168.4.137,192.168.4.140,58343,1052,0,0x0014
Mar  8, 2024 07:49:15.582597000 EST,192.168.4.137,192.168.4.140,58343,2717,0,0x0014
Mar  8, 2024 07:49:15.582597000 EST,192.168.4.137,192.168.4.140,58343,1154,0,0x0014
Mar  8, 2024 07:49:15.583776000 EST,192.168.4.137,192.168.4.140,58343,3404,0,0x0014
Mar  8, 2024 07:49:15.583776000 EST,192.168.4.137,192.168.4.140,58343,58080,0,0x0014
Mar  8, 2024 07:49:15.583777000 EST,192.168.4.137,192.168.4.140,58343,8009,5840,0x0012
Mar  8, 2024 07:49:15.583777000 EST,192.168.4.137,192.168.4.140,58343,5730,0,0x0014
Mar  8, 2024 07:49:15.583777000 EST,192.168.4.137,192.168.4.140,58343,5101,0,0x0014
Mar  8, 2024 07:49:15.583777000 EST,192.168.4.137,192.168.4.140,58343,5999,0,0x0014
Mar  8, 2024 07:49:15.583777000 EST,192.168.4.137,192.168.4.140,58343,1864,0,0x0014
Mar  8, 2024 07:49:15.583777000 EST,192.168.4.137,192.168.4.140,58343,1443,0,0x0014
Mar  8, 2024 07:49:15.583883000 EST,192.168.4.140,192.168.4.137,8009,58343,0,0x0004
Mar  8, 2024 07:49:15.583979000 EST,192.168.4.137,192.168.4.140,58343,8007,0,0x0014
Mar  8, 2024 07:49:15.583979000 EST,192.168.4.137,192.168.4.140,58343,2366,0,0x0014
Mar  8, 2024 07:49:15.583979000 EST,192.168.4.137,192.168.4.140,58343,5033,0,0x0014
Mar  8, 2024 07:49:15.585346000 EST,192.168.4.137,192.168.4.140,58343,1102,0,0x0014
Mar  8, 2024 07:49:15.585346000 EST,192.168.4.137,192.168.4.140,58343,1091,0,0x0014
Mar  8, 2024 07:49:15.585346000 EST,192.168.4.137,192.168.4.140,58343,2013,0,0x0014
Mar  8, 2024 07:49:15.585346000 EST,192.168.4.137,192.168.4.140,58343,3914,0,0x0014
Mar  8, 2024 07:49:15.585346000 EST,192.168.4.137,192.168.4.140,58343,33,0,0x0014
Mar  8, 2024 07:49:15.585347000 EST,192.168.4.137,192.168.4.140,58343,1106,0,0x0014
Mar  8, 2024 07:49:15.585347000 EST,192.168.4.137,192.168.4.140,58343,981,0,0x0014
Mar  8, 2024 07:49:15.585347000 EST,192.168.4.137,192.168.4.140,58343,4001,0,0x0014
Mar  8, 2024 07:49:15.585490000 EST,192.168.4.137,192.168.4.140,58343,4125,0,0x0014
Mar  8, 2024 07:49:15.585769000 EST,192.168.4.140,192.168.4.137,5915,58343,1024,0x0002
Mar  8, 2024 07:49:15.585860000 EST,192.168.4.140,192.168.4.137,1038,58343,1024,0x0002
Mar  8, 2024 07:49:15.586023000 EST,192.168.4.140,192.168.4.137,9503,58343,1024,0x0002
Mar  8, 2024 07:49:15.586122000 EST,192.168.4.140,192.168.4.137,777,58343,1024,0x0002
Mar  8, 2024 07:49:15.586231000 EST,192.168.4.140,192.168.4.137,19,58343,1024,0x0002
Mar  8, 2024 07:49:15.586306000 EST,192.168.4.140,192.168.4.137,1119,58343,1024,0x0002
Mar  8, 2024 07:49:15.586412000 EST,192.168.4.140,192.168.4.137,3351,58343,1024,0x0002
Mar  8, 2024 07:49:15.586488000 EST,192.168.4.140,192.168.4.137,646,58343,1024,0x0002
Mar  8, 2024 07:49:15.586594000 EST,192.168.4.140,192.168.4.137,801,58343,1024,0x0002
Mar  8, 2024 07:49:15.586670000 EST,192.168.4.140,192.168.4.137,212,58343,1024,0x0002
Mar  8, 2024 07:49:15.586822000 EST,192.168.4.140,192.168.4.137,49156,58343,1024,0x0002
Mar  8, 2024 07:49:15.586896000 EST,192.168.4.140,192.168.4.137,5877,58343,1024,0x0002
Mar  8, 2024 07:49:15.586997000 EST,192.168.4.140,192.168.4.137,5666,58343,1024,0x0002
Mar  8, 2024 07:49:15.587067000 EST,192.168.4.140,192.168.4.137,5825,58343,1024,0x0002
Mar  8, 2024 07:49:15.587166000 EST,192.168.4.140,192.168.4.137,34572,58343,1024,0x0002
Mar  8, 2024 07:49:15.587237000 EST,192.168.4.140,192.168.4.137,5810,58343,1024,0x0002
